编号,原始案号,预备,未遂,中止,较大,巨大,特别巨大,凶器,多次,流窜,扒窃,入户,系自首,立功,系坦白,如实供述,自愿认罪,认罪认罚,累犯,前科,未成年,老年人,残疾,精神病,谅解,和解,赔偿,黑恶势力,灾害,性别,学历,就业状况,法官性别,法官原始刑期,预测刑期1,预测刑期2,刑期差值1,刑期差值2,刑期差值3,slope_judge,slope_machine1,法官姓名编码
20576,88086,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,9.04,8.62,0.96,1.38,0.42,0.204639530145764,0.189421234260455,12892.0
20577,266597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,7,10.59,10.3,3.59,3.3,0.29,-0.190544772614226,-0.654577706791761,10504.0
20578,274463,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,15,9.36,9.71,5.64,5.29,-0.35,0.210982681722532,0.160959061719493,213.0
20579,72690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,5.65,5.99,2.65,2.99,-0.34,-0.473193833519553,-0.260932669739835,10771.0
20580,12810,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8.73,8.26,0.73,0.26,0.47,-0.340854097868972,-0.42713515381037,15347.0
20581,6417,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,7,8.06,7.9,1.06,0.9,0.15,0.0570402870621266,0.0119190438619423,12094.0
20582,164127,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,6,8.58,8.43,2.58,2.43,0.15,1.0128132003772,-0.185004153336003,
20583,211269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,4,6.63,6.63,2.63,2.63,0.0,-0.592377091093463,-0.405328666679059,5697.0
20584,195847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,4,4.9,4.73,0.9,0.73,0.17,-0.54236889162967,-0.452107046746712,4595.0
20585,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,12,10.2,10.78,1.8,1.22,-0.58,-0.56529166450743,-0.479296916281284,10495.0
20586,163240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,10.96,10.51,1.96,1.51,0.45,-0.248569096833312,-0.262268962173943,4585.0
20587,272853,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,5,5.89,4.81,0.89,0.19,1.08,-0.477830847219735,-0.414074155951962,8063.0
20588,172659,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,7,8.57,7.88,1.57,0.88,0.69,0.255128899526143,0.12623119704634,14404.0
20589,59440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,6,5.62,5.76,0.38,0.24,-0.15,-0.426707798892252,-0.439485525916246,107.0
20590,292950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,5.52,5.77,0.48,0.23,-0.25,-0.37919051008524,-0.408258610096291,4119.0
20591,144868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,2,5,5.79,5.39,0.79,0.39,0.4,-0.547343055250841,-0.481212092703295,
20592,13039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,42,28.66,28.21,13.34,13.79,0.45,-0.211368112179859,0.0767666825613848,13584.0
20593,220661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,7,8.21,7.36,1.21,0.36,0.85,-0.252809769387387,-0.0990638344293433,13195.0
20594,184183,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,5,7.38,8.07,2.38,3.07,-0.7,0.302186062993842,0.274360310805479,4457.0
20595,103661,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,5,6.85,7.14,1.85,2.14,-0.29,-0.280737465651332,-0.187709175383986,891.0
20596,29968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,4.96,5.49,4.04,3.51,-0.53,-0.194045701679832,-0.450217199607861,14339.0
20597,41040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,8,1,2,4,4.54,4.9,0.54,0.9,-0.36,-0.783871728413912,-0.716043138134719,13167.0
20598,27835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,8,10.52,10.5,2.52,2.5,0.03,-0.342897150038058,-0.619542602326198,10068.0
20599,10845,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,4,6.9,7.14,2.9,3.14,-0.24,0.188283475707132,0.248904490336691,13762.0
20600,123976,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,10,11.66,11.92,1.66,1.92,-0.27,-0.618372304434476,-0.607310299449796,15918.0
20601,64197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,9.2,9.29,2.8,2.71,-0.09,-0.783707656201091,-0.575294496668028,14395.0
20602,258875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2,1,1,11,8.88,8.8,2.12,2.2,0.08,-0.539350699156725,-0.420905922619167,8652.0
20603,3187,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,6.01,6.43,1.01,1.43,-0.42,-0.230741575717826,-0.171490130303737,6183.0
20604,106136,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,5,1,0,6,4.85,5.14,1.15,0.86,-0.28,-0.552787213809794,-0.705219958119007,1755.0
20605,13830,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,11,12.67,12.48,1.67,1.48,0.19,-0.738965023896341,-0.758899171269125,10967.0
20606,109793,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,24,18.06,18.35,5.94,5.65,-0.29,-0.363990705994317,-0.565918472238422,12504.0
20607,118495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,4,5.41,5.86,1.41,1.86,-0.46,-0.812233996763234,-0.603388494136636,12644.0
20608,193783,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,7,11.39,11.52,4.39,4.52,-0.13,-0.275545743342845,-0.449631341785257,10490.0
20609,198189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,4,5.17,5.38,1.17,1.38,-0.21,-0.604350172038301,-0.492491364117491,2362.0
20610,21840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,6,5.58,5.81,0.42,0.19,-0.23,0.200178273928527,0.171446268953687,893.0
20611,178089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6.06,5.7,0.06,0.3,0.37,-0.398806305729221,-0.388076453916776,11426.0
20612,41738,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45,31.19,31.55,13.81,13.45,-0.35,-0.276298805181463,-0.0898588405702479,
20613,200978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,9.72,9.49,1.28,1.51,0.23,-0.787288435476025,-0.652601016988099,1211.0
20614,183051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,7.75,7.73,1.75,1.73,0.02,-0.0787483720852164,-0.297067982139658,13759.0
20615,133482,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,2,1,2,7,6.53,6.39,0.47,0.61,0.14,-0.104343895933548,-0.176781247572282,13589.0
20616,43662,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.59,8.46,0.41,0.46,-0.88,-0.186811926754079,-0.152599379636677,14714.0
20617,292675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,8,6.93,7.03,1.07,0.97,-0.1,0.0813737287164109,-0.0062428554102308,6851.0
20618,94107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,6,4.93,5.32,1.07,0.68,-0.39,-0.465197004004919,-0.550795919955627,5942.0
20619,87711,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,14,8.35,8.36,5.65,5.64,0.0,-0.47880945427313,-0.179777203966422,9797.0
20620,254238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,5.98,6.4,2.02,1.6,-0.42,-0.119468046743443,-0.416280119137345,4804.0
20621,4081,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,7,8.08,8.28,1.08,1.28,-0.2,-0.0111432710405833,-0.0276632518391413,7305.0
20622,277829,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4.95,5.25,0.95,1.25,-0.3,-0.64925653771782,-0.59487208977822,12136.0
20623,235157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,4,4.95,4.97,0.95,0.97,-0.02,-0.793345098612943,-0.689024397880812,14588.0
20624,129054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,8,1,1,9,8.48,8.51,0.52,0.49,-0.04,-0.37212466602836,-0.278296871200964,8181.0
20625,154557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,9,9.87,9.5,0.87,0.5,0.37,-0.527040943975593,-0.658883504246622,10710.0
20626,98256,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,2,8,1,1,7,10.45,10.38,3.45,3.38,0.08,-0.376565218103997,-1.13811836410083,4094.0
20627,21064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9,10.6,10.38,1.6,1.38,0.23,-0.502261457068834,-0.675184086224472,2501.0
20628,196616,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,4,4.03,4.07,0.03,0.07,-0.04,-0.670897913041065,-0.666406260367532,3705.0
20629,14615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,9,9.28,9.39,0.28,0.39,-0.11,-0.55253662500964,-0.575903469790098,363.0
20630,221730,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,6,10.68,8.8,4.68,2.8,1.88,0.45558169993517,-0.480765989090836,5426.0
20631,213954,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,12,4.97,4.95,7.03,7.05,0.02,0.203764374314056,-0.189315719820341,
20632,176627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8,1,1,7,8.02,8.01,1.02,1.01,0.0,-0.372864491988358,-0.280278060974486,
20634,269032,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,12,5.29,5.19,6.71,6.81,0.1,-0.0539907882784806,-0.713689031884059,2149.0
20635,194615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,5,5.46,5.54,0.46,0.54,-0.07,-0.431133221417388,-0.38610317026467,1569.0
20636,98461,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,35.3,35.55,30.7,30.45,-0.25,-0.425361640662629,-0.494767852560871,10317.0
20637,149099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,6,5.73,5.0,0.27,1.0,0.73,-0.468794940234553,-0.48507053363158,9487.0
20638,139355,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,7,6.61,6.61,0.39,0.39,0.0,-0.336870242831914,-0.377818987356714,14630.0
20639,17126,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,10,12.19,12.0,2.19,2.0,0.19,-0.753060653081586,-0.85863516183606,11678.0
20640,225618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,10,6.66,7.17,3.34,2.83,-0.52,0.0126425316139067,-0.0700435322117453,16684.0
20641,298911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,8,9.33,9.1,1.33,1.1,0.23,-0.0964053222284806,-0.189592239451313,14042.0
20642,296998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,15,10.98,12.07,4.02,2.93,-1.09,-0.678037204563135,-0.652439386985434,16061.0
20643,237599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,20,26.95,26.46,6.95,6.46,0.49,0.333826449854281,0.175672839953888,3651.0
20644,110507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,5.91,5.19,0.91,0.19,0.72,-0.0963923874722776,-0.0075465903016725,4461.0
20645,282613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,7,4.97,4.74,2.03,2.26,0.23,-0.335025430147593,-0.657601363047502,13477.0
20646,5009,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,9,7.8,8.21,1.2,0.79,-0.4,0.235186397936015,0.400881301815376,14774.0
20647,4683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,8.63,8.99,0.63,0.99,-0.36,-0.435450758750503,-0.511974439146123,610.0
20648,21989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,12,9.85,9.78,2.15,2.22,0.08,-0.625264007643945,-0.587005973559525,5154.0
20649,170532,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,7.91,8.2,1.91,2.2,-0.29,-0.219436192679524,-0.0918029260915248,6549.0
20650,307108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,7,8.9,8.93,1.9,1.93,-0.03,0.0260030605740355,-0.361330871362156,8652.0
20651,146581,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,8,8.5,8.14,0.5,0.14,0.36,-0.105436611739072,-0.191373609593748,7046.0
20652,50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9,10.39,9.84,1.39,0.84,0.55,-0.0352119488452294,0.0662635939495295,16717.0
20653,24717,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,5.55,6.08,1.45,0.92,-0.53,-0.233549300478406,-0.347521501675114,4674.0
20654,21672,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,9,7.79,8.09,1.21,0.91,-0.3,0.0742926105401628,0.146681024825546,7045.0
20655,33019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,5.35,5.64,2.35,2.64,-0.29,-0.112877333482885,-0.0621707510338216,14808.0
20656,293926,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,5.67,5.81,3.67,3.81,-0.13,-0.521501496209352,-0.3888354510555,6169.0
20657,166944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,8,1,0,7,10.45,10.09,3.45,3.09,0.36,-0.335025430147593,-0.0006886165239378,
20658,125949,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,5.51,5.32,4.51,4.32,0.19,-0.44133848653709,-0.374000021806739,1408.0
20659,176771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,5.63,4.81,0.37,1.19,0.83,-0.52192102103762,-0.547135696658521,13252.0
20660,92351,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10,9.97,10.06,0.03,0.06,-0.09,0.0333126011607396,0.0321396016891314,8520.0
20661,44610,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,8,5.78,6.11,2.22,1.89,-0.33,-0.184930850404464,-0.333145102053308,17008.0
20662,84656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5,6.05,6.14,1.05,1.14,-0.09,-0.0849441286263803,-0.0214965041972995,12618.0
20663,69059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,6,7.08,7.29,1.08,1.29,-0.22,0.0930072519763335,-0.0117104065736885,2880.0
20664,113752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,6,8.04,8.28,2.04,2.28,-0.23,0.217343809589593,0.0855747548723266,14336.0
20665,272101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,6.6,6.47,0.4,0.53,0.12,-0.126579999890279,-0.14279628829647,665.0
20666,239256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,6,6.55,6.8,0.55,0.8,-0.25,-0.373682923411053,-0.309478600569559,3494.0
20667,157103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,11,7.68,7.98,3.32,3.02,-0.31,-0.274465233628276,-0.115109546161481,112.0
20668,130994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,7,7.26,7.3,0.26,0.3,-0.04,-0.0327883586866883,-0.053957392723586,13493.0
20669,100047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5.28,4.09,3.28,2.09,1.19,-0.677709037602879,-0.667281470253914,3895.0
20670,227318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,4,5.28,5.41,1.28,1.41,-0.13,-0.460103702500365,-0.314174537254065,6228.0
20671,200119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5.07,5.62,2.07,2.62,-0.55,-0.538119245866653,-0.495894512583254,
20672,20419,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10,10.16,9.98,0.16,0.02,0.18,-0.867860129468956,-0.866608941226991,844.0
20673,205338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,8,1,0,6,7.6,7.23,1.6,1.23,0.37,-0.526284279152919,-0.243195981360286,15695.0
20674,134646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,5.01,4.45,1.01,0.45,0.56,-0.652033718407319,-0.606531392254673,9873.0
20675,71187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,10.39,10.3,0.61,0.7,0.08,-0.735966152819001,-0.702490155022218,8043.0
20676,148580,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,12,8.64,8.6,3.36,3.4,0.04,-0.289808757151102,-0.156701196018869,14130.0
20677,9921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,8,6.54,6.75,1.46,1.25,-0.21,-0.239519864702209,-0.330431953382314,6416.0
20678,71043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,7.99,8.39,1.99,2.39,-0.4,0.217343809589593,0.0881020908421663,7238.0
20679,48282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,7.63,7.32,4.63,4.32,0.31,-0.27555107148386,-0.169295337584888,
20680,304213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8,1,0,10,10.68,10.53,0.68,0.53,0.15,-0.370992028530269,-0.409784565103014,8535.0
20681,162842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,15,8.66,8.89,6.34,6.11,-0.23,-0.362362954780218,-0.466353444680223,11762.0
20682,44585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,7,7.57,7.84,0.57,0.84,-0.27,-0.0130811051001494,-0.0613454571531642,12023.0
20683,190779,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,4,4.76,5.35,0.76,1.35,-0.59,-0.646868068267771,-0.60435158987382,5722.0
20684,187887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,7,16.19,17.35,9.19,10.35,-1.17,-0.116600302649717,-0.245270552014837,4106.0
20685,186351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,12,11.41,11.29,0.59,0.71,0.12,-0.289678722023406,-0.305517662257347,7355.0
20686,3858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,10,6.59,7.1,3.41,2.9,-0.51,-0.169735402358431,-0.184483354842217,12763.0
20687,108986,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,14,18.58,18.64,4.58,4.64,-0.06,-0.870977635409751,-0.756733327247694,15264.0
20688,66132,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,6,9.24,6.62,3.24,0.62,2.61,0.182951529954735,0.436061146735402,9319.0
20689,293863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,8.68,8.85,3.32,3.15,-0.18,0.0651066353759469,0.134607595837147,16684.0
20690,281421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,8,1,0,6,6.72,6.64,0.72,0.64,0.08,-0.153570356470939,-0.0870857781138272,
20691,153999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,8.71,8.29,2.29,2.71,0.42,-0.335118326534292,-0.263839874540745,2218.0
20692,250283,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,8,1,0,6,9.5,9.67,3.5,3.67,-0.17,0.0442538890851209,-0.525255065251862,542.0
20693,141576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,10.18,10.19,0.82,0.81,-0.01,-0.427604034634392,-0.457761603317673,15047.0
20694,71540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,7,10.36,9.93,3.36,2.93,0.43,-0.202941250143224,-0.411740631862345,12155.0
20695,93888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4.66,5.32,0.66,1.32,-0.66,-0.351289470647444,-0.328149463410631,16233.0
